country_name,country_code,year,births_per_1000,death_by_injury_percentage,deaths_per_1000,births_per_woman,gini_index,hospital_beds_per_1000,female_life_expectancy,male_life_expectancy,neonatal_deaths_per_1000,annual_population_growth_percentage,population_in_slums_percentage,prenatal_care_percentage
Guyana,GUY,2017,22.04,,7.59,2.59,,1.74,72.37,64.95,18.9,0.64,,
Honduras,HND,2017,23.5,,4.45,2.66,49.4,0.64,74.39,69.37,10.9,1.85,,
Haiti,HTI,2017,24.64,,7.98,2.98,,,66.69,61.08,26.1,1.36,,91.0
Jamaica,JAM,2017,12.59,,7.12,1.43,,1.71,74.14,69.63,14.0,0.21,,
St. Kitts and Nevis,KNA,2017,13.38,,9.78,1.61,,5.0,75.26,67.75,12.0,-0.05,,
St. Lucia,LCA,2017,12.1,,7.99,1.45,,1.31,76.16,69.19,11.5,0.4,,
Mexico,MEX,2017,17.21,,6.0,2.04,,0.99,76.97,71.5,8.6,0.94,,
Nicaragua,NIC,2017,21.65,,4.95,2.38,,0.89,75.98,70.69,10.0,1.33,,
Panama,PAN,2017,19.08,,4.78,2.46,49.9,2.15,80.87,75.0,7.5,1.71,,
Peru,PER,2017,17.25,,6.1,2.15,43.3,1.62,78.26,73.77,8.2,1.47,,97.5
Paraguay,PRY,2017,22.17,,5.5,2.59,48.5,0.89,76.65,70.47,11.1,1.42,,
El Salvador,SLV,2017,17.12,,7.49,1.9,38.0,1.06,75.81,65.93,5.7,0.21,,
Suriname,SUR,2017,18.45,,7.04,2.43,,2.86,74.53,68.16,12.1,1.01,,
Trinidad and Tobago,TTO,2017,12.49,,7.49,1.59,,2.41,76.04,69.95,14.8,0.2,,
Uruguay,URY,2017,12.71,,9.49,1.82,39.5,2.44,81.2,73.86,4.9,0.27,,
St. Vincent and the Grenadines,VCT,2017,14.13,,10.92,1.94,,,74.18,68.45,8.3,-0.65,,
Venezuela,VEN,2017,17.93,,6.8,2.18,,0.91,76.31,67.78,15.0,-0.65,,
Argentina,ARG,2018,15.33,,7.58,2.07,41.7,3.71,79.5,73.95,6.1,0.82,14.5,
Antigua and Barbuda,ATG,2018,10.82,,6.31,1.37,,,79.89,74.04,6.1,0.5,2.65,
Bahamas,BHS,2018,11.26,,8.28,1.4,,2.72,77.73,70.47,9.4,0.57,,
Belize,BLZ,2018,21.14,,5.07,2.34,39.9,1.03,75.45,69.6,9.7,1.86,15.73,
Bolivia,BOL,2018,22.57,,7.56,2.73,42.6,1.25,70.13,65.43,14.8,1.43,,
Brazil,BRA,2018,14.02,,6.34,1.74,53.9,2.26,78.98,72.36,9.1,0.68,,
Barbados,BRB,2018,11.54,,9.46,1.72,,6.06,78.43,74.16,8.0,0.19,,
Chile,CHL,2018,11.7,,6.2,1.54,,2.07,82.78,78.32,5.0,1.79,,
Colombia,COL,2018,14.2,,5.35,1.72,50.4,1.73,79.52,73.66,7.7,1.84,9.7,
Costa Rica,CRI,2018,13.62,,5.06,1.71,48.0,1.11,82.96,77.22,6.2,0.9,4.46,97.6
Cuba,CUB,2018,10.17,,9.87,1.61,,4.15,79.9,75.04,2.9,-0.18,9.49,
Dominica,DMA,2018,11.64,,12.52,1.52,,3.11,74.42,68.76,28.3,-0.47,,
Dominican Republic,DOM,2018,19.85,,5.86,2.4,43.7,1.24,76.94,70.29,24.1,1.07,11.25,
Ecuador,ECU,2018,17.52,,4.65,2.11,45.4,1.4,79.88,74.62,6.9,1.72,,
Grenada,GRD,2018,12.4,,8.33,1.53,43.8,3.18,78.17,72.1,12.2,0.22,,
Guatemala,GTM,2018,24.32,,5.14,2.74,,0.44,73.82,69.18,11.9,1.67,37.6,
Guyana,GUY,2018,21.24,,7.41,2.55,,1.69,72.61,65.24,18.3,2.96,13.79,
Honduras,HND,2018,23.39,,4.45,2.64,48.9,0.64,74.6,69.54,10.5,1.83,31.5,
Haiti,HTI,2018,24.22,,7.93,2.92,,5.26,66.99,61.28,25.6,1.33,49.53,
Jamaica,JAM,2018,12.3,,7.37,1.4,35.3,1.7,74.04,69.2,14.0,0.15,,
St. Kitts and Nevis,KNA,2018,13.11,,9.92,1.59,,5.0,75.33,67.78,11.8,-0.09,,
St. Lucia,LCA,2018,11.98,,8.06,1.44,,,76.27,69.32,11.2,0.38,0.45,
Mexico,MEX,2018,17.04,,6.07,2.03,46.0,0.98,77.13,71.42,8.7,0.95,17.6,
Nicaragua,NIC,2018,21.21,,4.83,2.35,,0.92,76.63,71.04,9.8,1.32,5.52,
Panama,PAN,2018,18.52,,4.72,2.4,49.2,1.96,81.41,75.2,7.6,1.67,16.3,
Peru,PER,2018,16.93,,6.17,2.12,42.4,1.59,78.26,73.89,8.2,1.81,44.22,98.1
Paraguay,PRY,2018,21.84,,5.51,2.56,46.0,0.9,76.74,70.7,10.7,1.39,15.05,
El Salvador,SLV,2018,16.68,,7.44,1.85,38.6,1.07,75.94,66.5,5.4,0.1,16.5,
Suriname,SUR,2018,18.09,,7.06,2.38,,2.88,74.8,68.33,11.7,0.97,14.96,84.8
Trinidad and Tobago,TTO,2018,12.06,,7.74,1.59,,2.38,75.9,69.47,14.5,0.19,,
Uruguay,URY,2018,11.69,,9.53,1.68,39.7,2.49,81.5,73.45,4.9,0.18,1.3,
St. Vincent and the Grenadines,VCT,2018,13.68,,11.1,1.9,,,74.17,68.47,7.7,-0.7,,
Venezuela,VEN,2018,17.33,,6.68,2.15,,1.09,76.55,68.9,15.0,-2.51,,
Argentina,ARG,2019,13.9,5.71,7.68,1.88,43.3,3.71,79.44,74.16,6.1,0.71,,
Antigua and Barbuda,ATG,2019,11.5,5.37,6.45,1.47,,,79.84,74.14,6.0,0.48,,
Bahamas,BHS,2019,11.2,13.86,9.32,1.4,,2.7,74.18,68.62,9.7,0.5,,
Belize,BLZ,2019,19.34,18.85,5.04,2.14,,,75.67,69.87,9.6,1.46,,
Bolivia,BOL,2019,22.26,8.7,7.56,2.69,41.6,1.26,70.27,65.54,14.2,1.41,,
Brazil,BRA,2019,13.55,11.55,6.45,1.7,53.5,2.24,79.02,72.65,9.2,0.65,,
Barbados,BRB,2019,11.45,4.31,9.52,1.72,,5.74,78.54,74.29,7.8,0.18,,
Chile,CHL,2019,10.94,7.76,6.46,1.43,,2.04,82.55,78.1,4.7,1.6,,
Colombia,COL,2019,14.22,14.01,5.38,1.71,51.3,1.74,79.69,73.91,7.5,1.79,,
Costa Rica,CRI,2019,12.66,10.88,5.12,1.6,48.2,1.09,82.96,77.6,6.2,0.84,,
Cuba,CUB,2019,9.67,7.48,10.05,1.54,,4.17,79.91,75.0,3.2,-0.22,,99.1
Dominica,DMA,2019,11.51,,12.61,1.5,,3.02,74.51,68.56,29.0,-0.43,,
Dominican Republic,DOM,2019,19.43,15.49,6.13,2.37,41.9,1.25,76.45,69.9,23.8,1.03,,98.0
Ecuador,ECU,2019,16.92,11.46,4.75,2.04,45.7,1.39,79.97,74.61,7.0,1.69,,
Grenada,GRD,2019,12.47,5.86,8.48,1.54,,,78.19,72.1,12.4,0.25,,
Guatemala,GTM,2019,23.09,16.12,5.12,2.59,,0.47,74.02,69.28,11.5,1.52,,
Guyana,GUY,2019,21.94,12.94,7.5,2.52,,2.18,72.85,65.53,17.8,2.01,,
Honduras,HND,2019,23.11,17.89,4.49,2.61,48.2,0.65,74.73,69.65,10.1,1.81,,96.1
Haiti,HTI,2019,23.77,10.63,7.88,2.86,,4.87,67.29,61.48,25.2,1.29,,
Jamaica,JAM,2019,12.17,11.73,7.53,1.39,,1.73,74.01,69.08,14.1,0.11,,
St. Kitts and Nevis,KNA,2019,12.86,,9.98,1.57,,4.32,75.48,68.02,11.5,-0.12,,
St. Lucia,LCA,2019,11.85,9.96,8.43,1.42,,,76.09,68.74,10.9,0.36,,
Mexico,MEX,2019,16.88,10.5,6.08,2.02,,0.97,77.42,71.59,8.6,0.95,,
Nicaragua,NIC,2019,20.81,8.91,4.95,2.32,,0.96,76.42,71.02,9.6,1.3,,
Panama,PAN,2019,17.57,8.77,4.72,2.29,49.8,1.94,81.57,75.53,7.5,1.59,,
Peru,PER,2019,16.85,9.88,6.16,2.09,41.5,1.58,78.58,74.11,8.2,1.71,,98.2
Paraguay,PRY,2019,21.42,11.11,5.58,2.52,45.7,0.9,76.8,70.73,10.3,1.35,,
El Salvador,SLV,2019,16.57,19.09,7.44,1.84,38.8,1.06,75.98,67.1,5.2,0.04,,
Suriname,SUR,2019,17.87,9.58,7.03,2.35,,2.72,75.08,68.64,11.3,1.04,,
Trinidad and Tobago,TTO,2019,12.09,10.36,7.95,1.58,,1.9,76.03,69.73,14.2,0.35,,
Uruguay,URY,2019,10.89,7.34,9.75,1.57,39.7,2.47,81.29,73.58,4.8,0.08,,
St. Vincent and the Grenadines,VCT,2019,13.26,7.79,11.29,1.86,,3.96,73.99,68.55,7.2,-0.73,,
Venezuela,VEN,2019,16.3,19.38,6.8,2.13,,0.93,76.68,69.03,15.0,-2.96,,
Argentina,ARG,2020,11.8,,8.45,1.6,42.7,3.2,78.78,72.98,6.1,0.48,14.5,95.0
Antigua and Barbuda,ATG,2020,12.18,,6.6,1.57,,3.29,79.81,74.16,5.8,0.53,2.65,
Bahamas,BHS,2020,11.12,,9.52,1.39,,2.69,76.79,69.35,9.5,0.3,,
Belize,BLZ,2020,18.35,,5.58,2.04,,,74.46,69.05,9.5,1.28,15.73,
Bolivia,BOL,2020,22.0,,10.84,2.65,43.6,1.36,67.13,59.65,13.7,1.23,,
Brazil,BRA,2020,13.0,,7.5,1.65,48.9,2.43,77.6,71.54,9.2,0.58,,
Barbados,BRB,2020,11.33,,9.55,1.71,,5.66,78.65,74.48,7.6,0.17,,
Chile,CHL,2020,10.1,,7.39,1.31,47.0,2.03,82.03,76.76,4.5,0.9,,
Colombia,COL,2020,14.11,,6.62,1.69,53.5,1.69,78.23,71.49,7.2,1.44,9.7,
Costa Rica,CRI,2020,11.37,,5.57,1.45,49.2,1.15,82.75,76.77,6.4,0.69,3.55,
Cuba,CUB,2020,9.26,,10.4,1.49,,4.19,79.94,74.97,3.5,-0.24,10.54,
Dominica,DMA,2020,11.4,,12.71,1.5,,3.0,74.59,68.44,29.6,-0.45,,
Dominican Republic,DOM,2020,18.96,,6.47,2.33,39.6,1.42,76.72,68.92,23.4,1.04,11.25,
Ecuador,ECU,2020,16.39,,7.47,1.97,47.3,1.32,75.88,68.61,7.1,1.18,,
Grenada,GRD,2020,12.32,,8.6,1.53,,,78.21,72.17,12.6,0.31,,
Guatemala,GTM,2020,22.04,,5.84,2.47,,0.43,73.17,66.95,11.1,1.47,37.6,
Guyana,GUY,2020,21.25,,8.49,2.49,,2.25,71.88,63.99,17.2,-0.02,12.14,89.2
Honduras,HND,2020,22.8,,5.06,2.58,,0.71,73.81,68.17,9.8,1.75,,
Haiti,HTI,2020,23.34,,8.28,2.8,,5.03,67.03,60.71,24.7,1.24,48.9,
Jamaica,JAM,2020,12.02,,7.72,1.38,,1.71,74.01,68.92,14.3,0.26,,
St. Kitts and Nevis,KNA,2020,12.58,,10.49,1.55,,4.32,75.38,67.46,11.2,-0.17,,
St. Lucia,LCA,2020,11.71,,8.56,1.41,,1.74,76.19,68.76,10.6,0.33,0.45,
Mexico,MEX,2020,16.57,,8.43,1.99,44.6,1.0,74.11,66.89,8.4,0.82,17.6,
Nicaragua,NIC,2020,20.45,,6.66,2.3,,0.94,74.03,67.6,9.6,1.25,5.52,
Panama,PAN,2020,16.72,,5.86,2.18,,1.92,79.82,73.1,7.4,1.37,,
Peru,PER,2020,16.61,,7.42,2.06,43.7,1.64,77.98,70.4,8.1,1.19,43.73,98.1
Paraguay,PRY,2020,21.04,,6.1,2.5,43.5,1.01,76.06,69.65,10.0,1.35,15.1,
El Salvador,SLV,2020,16.3,,8.56,1.82,,1.08,74.72,65.47,5.0,0.2,16.5,
Suriname,SUR,2020,17.69,,6.85,2.31,,2.89,76.22,68.64,11.0,1.08,15.8,
Trinidad and Tobago,TTO,2020,11.65,,8.31,1.57,,1.92,76.04,69.36,13.9,0.2,,
Uruguay,URY,2020,10.41,,9.22,1.5,40.2,2.49,82.02,74.51,4.7,0.05,1.3,
St. Vincent and the Grenadines,VCT,2020,12.84,,12.93,1.83,,3.98,74.46,66.06,6.7,-0.62,,
Venezuela,VEN,2020,15.54,,7.2,2.12,,0.99,76.5,68.46,15.0,-1.72,,
Argentina,ARG,2021,11.68,,9.72,1.58,42.4,3.34,76.86,71.11,5.9,0.27,,
Antigua and Barbuda,ATG,2021,12.14,,6.81,1.58,,,79.76,74.3,5.7,0.55,,
Bahamas,BHS,2021,11.02,,11.26,1.38,,2.68,74.14,67.46,9.5,0.13,,
Belize,BLZ,2021,16.54,,5.95,1.84,,,73.8,68.38,9.4,1.15,,
Bolivia,BOL,2021,21.81,,11.79,2.62,40.9,1.35,65.25,58.37,13.2,1.02,,
Brazil,BRA,2021,12.75,,8.37,1.64,52.9,2.46,76.4,69.81,8.9,0.43,,
Barbados,BRB,2021,11.29,,9.82,1.71,,,78.72,74.28,7.3,0.16,,
Chile,CHL,2021,9.07,,7.66,1.18,,1.97,81.49,76.35,4.5,0.44,,
Colombia,COL,2021,13.95,,7.87,1.68,55.1,,76.35,69.29,7.0,1.1,,
Costa Rica,CRI,2021,10.54,,6.57,1.35,48.7,1.18,81.21,75.0,6.6,0.51,,
Cuba,CUB,2021,8.81,,15.25,1.43,,4.22,75.97,70.69,3.8,-0.49,,
Dominica,DMA,2021,11.25,,14.31,1.48,,2.98,73.03,67.16,30.1,-0.55,,
Dominican Republic,DOM,2021,18.57,,6.99,2.29,38.5,,75.45,68.31,22.9,1.04,,
Ecuador,ECU,2021,15.88,,7.11,1.91,45.8,1.3,76.01,69.69,7.2,0.77,,
Grenada,GRD,2021,12.14,,9.2,1.52,,,77.53,71.82,12.6,0.3,,
Guatemala,GTM,2021,21.41,,6.91,2.39,,0.44,70.96,64.94,10.7,1.38,,
Guyana,GUY,2021,20.96,,11.0,2.46,,2.59,67.97,60.98,16.7,0.99,,
Honduras,HND,2021,22.53,,5.73,2.55,,0.66,72.18,67.0,9.5,1.67,,
Haiti,HTI,2021,22.92,,8.94,2.75,,4.77,65.71,59.68,24.2,1.16,,
Jamaica,JAM,2021,11.95,,9.7,1.38,39.9,1.68,71.48,66.74,14.4,0.24,,
St. Kitts and Nevis,KNA,2021,12.27,,12.69,1.53,,4.33,73.17,65.84,10.9,-0.23,,
St. Lucia,LCA,2021,11.57,,11.65,1.4,,1.96,72.92,65.77,10.4,0.15,,
Mexico,MEX,2021,16.35,,9.02,1.97,,1.02,73.35,66.23,8.2,0.67,,
Nicaragua,NIC,2021,20.04,,6.62,2.26,,0.9,73.45,67.56,9.3,1.2,,
Panama,PAN,2021,16.4,,5.64,2.15,50.9,,80.26,73.87,7.1,1.21,,
Peru,PER,2021,16.4,,9.3,2.03,40.1,1.6,74.71,68.82,8.0,0.96,,
Paraguay,PRY,2021,20.69,,8.92,2.47,42.9,,71.33,65.27,9.7,1.21,,
El Salvador,SLV,2021,16.15,,8.71,1.8,39.0,1.16,74.34,65.2,4.8,0.34,,
Suriname,SUR,2021,17.58,,9.01,2.3,,,72.14,66.04,10.6,0.91,,
Trinidad and Tobago,TTO,2021,11.29,,9.76,1.56,,1.61,74.48,67.9,13.6,0.06,,
Uruguay,URY,2021,10.07,,11.73,1.45,40.8,2.48,79.44,71.5,4.6,-0.07,,
St. Vincent and the Grenadines,VCT,2021,12.64,,12.72,1.81,,4.2,72.83,66.16,6.4,-0.66,,
Venezuela,VEN,2021,15.22,,7.86,2.1,,,75.62,67.68,15.0,-0.73,,
Argentina,ARG,2022,10.93,,8.8,1.48,40.7,,78.32,73.25,5.5,0.21,14.5,
Antigua and Barbuda,ATG,2022,12.0,,6.77,1.58,,,80.15,74.46,5.5,0.53,2.65,
Bahamas,BHS,2022,10.94,,8.56,1.38,,,78.09,70.88,9.3,0.29,,
Belize,BLZ,2022,17.39,,5.41,1.95,,,75.1,69.59,9.4,1.85,15.73,
Bolivia,BOL,2022,21.57,,7.68,2.58,41.2,,70.26,64.79,12.7,1.16,46.63,
Brazil,BRA,2022,12.56,,7.54,1.63,52.0,,78.09,71.73,8.3,0.36,14.9,
Barbados,BRB,2022,11.25,,11.1,1.71,,,78.27,73.05,7.1,0.06,,
Chile,CHL,2022,9.67,,7.57,1.25,43.0,,81.57,76.83,4.5,0.5,7.32,
Colombia,COL,2022,13.73,,5.88,1.66,54.8,,79.47,73.56,6.8,1.07,9.7,
Costa Rica,CRI,2022,10.32,,6.11,1.34,47.2,,82.2,76.47,6.9,0.43,3.55,
Cuba,CUB,2022,8.66,,10.29,1.41,,,80.1,75.2,4.0,-0.56,11.04,
Dominica,DMA,2022,11.15,,12.91,1.48,,,74.57,68.12,30.5,-0.56,,
Dominican Republic,DOM,2022,18.26,,5.9,2.27,37.0,,77.91,70.66,22.3,0.96,11.25,
Ecuador,ECU,2022,15.42,,5.36,1.86,45.5,,79.47,73.74,7.2,0.8,57.8,
Grenada,GRD,2022,11.94,,8.76,1.5,,,78.27,72.34,12.6,0.19,,
Guatemala,GTM,2022,21.06,,5.28,2.34,,,73.72,68.71,10.4,1.41,37.6,
Guyana,GUY,2022,20.75,,7.31,2.44,,,73.67,66.22,16.1,0.75,11.3,
Honduras,HND,2022,22.24,,4.44,2.52,,,75.34,70.17,9.1,1.68,,
Haiti,HTI,2022,22.55,,8.27,2.7,,,67.23,60.84,23.7,1.13,51.06,
Jamaica,JAM,2022,11.86,,7.9,1.37,,,73.98,69.0,14.5,0.05,0.88,
St. Kitts and Nevis,KNA,2022,11.96,,11.66,1.51,,,74.2,66.83,10.6,-0.12,,
St. Lucia,LCA,2022,11.42,,8.46,1.39,,,76.3,69.27,10.2,0.14,0.44,
Mexico,MEX,2022,16.04,,6.52,1.94,43.5,,76.97,70.92,7.9,0.75,17.6,
Nicaragua,NIC,2022,19.7,,4.69,2.24,,,76.94,71.82,8.9,1.28,,
Panama,PAN,2022,16.24,,4.75,2.14,,,82.31,76.36,6.9,1.27,16.3,
Peru,PER,2022,16.18,,6.39,2.0,40.3,,78.73,74.96,7.9,0.96,45.06,
Paraguay,PRY,2022,20.36,,6.36,2.44,44.8,,75.41,69.42,9.4,1.13,15.1,
El Salvador,SLV,2022,15.92,,7.46,1.78,38.8,,76.16,67.37,4.6,0.39,16.48,
Suriname,SUR,2022,17.47,,6.69,2.27,39.2,,76.5,70.06,10.3,0.85,15.8,
Trinidad and Tobago,TTO,2022,10.99,,8.22,1.54,,,76.52,70.21,13.2,-0.13,8.63,
Uruguay,URY,2022,9.96,,10.83,1.42,40.6,,80.5,72.43,4.3,-0.17,1.3,
St. Vincent and the Grenadines,VCT,2022,12.39,,11.45,1.79,,,74.29,68.63,6.1,-0.78,2.76,
Venezuela,VEN,2022,15.02,,7.35,2.09,,,76.53,68.79,15.0,-0.09,25.7,
Argentina,ARG,2023,11.06,,7.67,1.5,42.4,,79.88,74.81,5.0,0.29,,
Antigua and Barbuda,ATG,2023,11.85,,6.89,1.58,,,80.29,74.55,5.4,0.51,,
Bahamas,BHS,2023,10.85,,8.71,1.37,,,78.19,70.91,9.2,0.48,,
Belize,BLZ,2023,18.02,,4.92,2.01,,,76.5,70.93,9.3,2.06,,
Bolivia,BOL,2023,21.25,,7.17,2.55,42.1,,71.14,66.13,12.2,1.37,,
Brazil,BRA,2023,12.32,,7.08,1.62,51.6,,78.98,72.76,7.6,0.4,,
Barbados,BRB,2023,11.17,,10.61,1.71,,,78.61,73.63,6.9,0.01,,
Chile,CHL,2023,8.96,,6.5,1.17,,,83.08,79.24,4.6,0.54,,
Colombia,COL,2023,13.48,,5.4,1.64,53.9,,80.45,74.95,6.5,1.12,,
Costa Rica,CRI,2023,10.18,,5.46,1.33,46.7,,83.42,78.13,7.2,0.47,,
Cuba,CUB,2023,8.71,,10.15,1.44,,,80.52,75.67,4.2,-0.36,,
Dominica,DMA,2023,11.09,,12.76,1.48,,,74.54,68.21,30.8,-0.47,,
Dominican Republic,DOM,2023,17.93,,6.25,2.24,38.4,,76.97,70.53,21.7,0.89,,
Ecuador,ECU,2023,15.03,,5.13,1.82,44.6,,80.14,74.66,7.1,0.87,,
Grenada,GRD,2023,11.71,,8.86,1.49,,,78.36,72.36,12.4,0.14,,
Guatemala,GTM,2023,20.81,,4.83,2.31,45.2,,74.88,70.31,10.0,1.54,,
Guyana,GUY,2023,20.29,,7.32,2.41,,,73.94,66.51,15.6,0.57,,
Honduras,HND,2023,21.96,,4.48,2.5,46.8,,75.5,70.35,8.8,1.71,,
Haiti,HTI,2023,22.2,,7.82,2.66,,,68.3,61.73,23.3,1.16,,
Jamaica,JAM,2023,11.62,,8.08,1.36,,,73.99,68.97,14.5,0.02,,
St. Kitts and Nevis,KNA,2023,11.74,,9.96,1.5,,,76.02,68.57,10.3,0.1,,
St. Lucia,LCA,2023,11.26,,8.61,1.38,,,76.3,69.31,10.0,0.28,,
Mexico,MEX,2023,15.71,,6.16,1.91,,,77.81,72.24,7.6,0.87,,
Nicaragua,NIC,2023,19.38,,4.59,2.22,,,77.42,72.31,8.4,1.37,,
Panama,PAN,2023,16.03,,4.77,2.12,48.9,,82.56,76.65,6.6,1.31,,
Peru,PER,2023,15.94,,5.49,1.98,40.7,,80.12,75.41,7.8,1.1,,
Paraguay,PRY,2023,19.98,,5.7,2.42,44.4,,76.95,70.89,9.1,1.23,,
El Salvador,SLV,2023,15.76,,7.52,1.78,39.8,,76.26,67.52,4.4,0.47,,
Suriname,SUR,2023,17.3,,6.65,2.25,,,76.83,70.46,9.9,0.91,,
Trinidad and Tobago,TTO,2023,10.71,,8.37,1.53,,,76.68,70.38,12.9,0.12,,
Uruguay,URY,2023,9.87,,9.78,1.41,40.9,,81.92,74.19,4.1,-0.08,,
St. Vincent and the Grenadines,VCT,2023,12.16,,11.5,1.78,,,74.32,68.66,5.8,-0.71,,
Venezuela,VEN,2023,15.09,,7.56,2.08,,,76.5,68.72,15.0,0.31,,
