country_name,country_code,year,births_per_1000,death_by_injury_percentage,deaths_per_1000,births_per_woman,gini_index,hospital_beds_per_1000,female_life_expectancy,male_life_expectancy,neonatal_deaths_per_1000,annual_population_growth_percentage,population_in_slums_percentage,prenatal_care_percentage
Grenada,GRD,1991,26.91,,7.53,3.11,,,73.54,68.03,11.5,0.83,,
Guatemala,GTM,1991,39.26,,8.64,5.38,,,64.88,59.18,27.4,2.71,,
Guyana,GUY,1991,29.74,,8.48,3.18,,,65.32,59.85,30.8,-0.27,,
Honduras,HND,1991,38.17,,6.77,5.19,51.8,,67.67,63.64,20.9,2.84,,
Haiti,HTI,1991,37.55,,13.55,5.32,,,54.82,52.2,37.2,2.04,,
Jamaica,JAM,1991,26.48,,7.48,3.0,,,72.85,70.67,18.3,0.88,,
St. Kitts and Nevis,KNA,1991,22.1,,11.9,2.6,,,68.38,63.59,18.4,-0.18,,
St. Lucia,LCA,1991,27.64,,6.08,3.19,,,72.54,67.96,11.6,1.2,,
Mexico,MEX,1991,29.08,,6.06,3.36,,1.1,72.37,66.44,21.8,1.93,,
Nicaragua,NIC,1991,35.85,,7.26,4.43,,,66.56,60.0,22.1,2.31,,
Panama,PAN,1991,26.25,,5.09,3.0,58.0,,74.44,68.47,15.1,2.12,,
Peru,PER,1991,30.41,,7.56,3.79,,,66.55,62.1,26.8,2.11,,
Paraguay,PRY,1991,33.91,,6.29,4.48,,,69.65,65.78,21.6,2.66,,
El Salvador,SLV,1991,33.09,,7.49,3.89,53.8,,67.92,57.45,21.8,1.75,,
Suriname,SUR,1991,28.89,,8.08,3.09,,,65.33,59.26,20.2,0.61,,
Trinidad and Tobago,TTO,1991,20.0,,6.6,2.29,,,70.32,65.27,21.6,0.79,,
Uruguay,URY,1991,17.8,,9.66,2.45,,,77.09,69.47,11.6,0.58,,
St. Vincent and the Grenadines,VCT,1991,23.21,,6.98,2.75,,,72.9,68.42,12.5,0.37,,
Venezuela,VEN,1991,28.32,,4.78,3.37,,2.68,74.23,68.29,13.6,2.38,,
Argentina,ARG,1992,21.73,,7.68,2.99,45.5,,75.5,68.69,14.6,1.38,,
Antigua and Barbuda,ATG,1992,18.95,,7.64,2.13,,,76.13,70.62,9.4,1.59,,
Bahamas,BHS,1992,23.94,,6.23,2.71,,,74.91,67.98,11.7,1.83,,
Belize,BLZ,1992,34.84,,5.72,4.43,,,71.84,67.63,17.0,2.09,,
Bolivia,BOL,1992,34.82,,11.37,4.71,49.1,,59.6,56.26,38.9,2.04,,
Brazil,BRA,1992,23.3,,6.79,2.71,53.1,,69.67,63.56,23.5,1.67,,
Barbados,BRB,1992,15.96,,8.61,1.8,,,76.07,70.96,10.5,0.34,,
Chile,CHL,1992,20.97,,5.18,2.48,54.8,,77.53,71.16,7.4,1.61,,
Colombia,COL,1992,26.63,,5.96,2.98,51.3,,73.5,64.39,17.2,1.98,,
Costa Rica,CRI,1992,24.96,,3.7,3.0,45.6,,78.76,74.02,8.8,2.53,,95.0
Cuba,CUB,1992,14.99,,7.26,1.56,,,75.9,71.95,6.4,0.63,,
Dominica,DMA,1992,26.03,,10.0,3.18,,,73.36,67.65,10.5,0.04,,
Dominican Republic,DOM,1992,29.67,,5.84,3.29,51.1,,71.63,65.6,23.4,2.0,,
Ecuador,ECU,1992,29.29,,5.52,3.58,,,72.6,66.44,21.1,2.11,,
Grenada,GRD,1992,25.29,,7.46,2.97,,,73.84,68.34,10.7,0.8,,
Guatemala,GTM,1992,38.86,,8.57,5.31,,,65.01,59.19,26.6,2.66,,
Guyana,GUY,1992,29.65,,8.32,3.19,39.5,,65.92,60.0,30.6,0.27,,
Honduras,HND,1992,37.94,,6.55,5.11,51.8,,68.03,63.93,20.2,2.84,,87.8
Haiti,HTI,1992,36.83,,13.15,5.21,,,55.28,52.76,35.9,2.0,,
Jamaica,JAM,1992,26.66,,7.49,3.03,,,72.95,70.64,18.0,0.99,,
St. Kitts and Nevis,KNA,1992,20.6,,11.53,2.43,,,69.02,63.75,18.2,0.88,,
St. Lucia,LCA,1992,26.98,,5.93,3.11,,,73.47,67.93,11.2,1.49,,
Mexico,MEX,1992,28.7,,5.96,3.28,52.3,1.2,72.64,66.75,21.1,1.89,,
Nicaragua,NIC,1992,34.87,,7.05,4.27,,,66.84,60.43,21.4,2.26,,
Panama,PAN,1992,25.85,,5.08,2.95,,,74.76,68.45,14.7,2.09,,
Peru,PER,1992,29.6,,7.18,3.67,,1.5,67.3,62.9,25.7,2.04,,70.2
Paraguay,PRY,1992,33.28,,6.14,4.4,,,69.96,66.04,21.2,2.6,,
El Salvador,SLV,1992,32.22,,7.29,3.8,,,68.22,57.92,21.1,1.63,,
Suriname,SUR,1992,27.97,,7.96,3.01,,,65.45,59.31,19.8,0.62,,
Trinidad and Tobago,TTO,1992,19.16,,6.65,2.21,40.2,,70.28,65.3,21.4,0.75,,
Uruguay,URY,1992,17.68,,9.77,2.43,41.5,,77.13,69.42,11.6,0.55,,
St. Vincent and the Grenadines,VCT,1992,23.38,,6.94,2.76,,,72.36,69.1,12.5,0.26,,
Venezuela,VEN,1992,27.68,,4.83,3.29,42.1,2.57,74.41,68.13,14.4,2.32,,
Argentina,ARG,1993,21.6,,7.69,2.97,44.8,4.6,75.71,68.89,14.5,1.35,,95.0
Antigua and Barbuda,ATG,1993,18.32,,7.56,2.04,,6.1,76.17,70.59,9.8,1.82,,
Bahamas,BHS,1993,23.01,,6.26,2.61,,3.88,75.05,68.08,10.9,1.88,,
Belize,BLZ,1993,33.44,,5.56,4.21,60.2,2.8,71.86,67.58,16.1,2.03,,
Bolivia,BOL,1993,34.08,,10.95,4.59,,1.4,60.39,56.94,38.0,1.98,,
Brazil,BRA,1993,22.95,,6.71,2.66,60.1,3.5,70.11,63.83,22.6,1.62,,
Barbados,BRB,1993,15.47,,8.7,1.77,,1.27,76.3,71.0,10.1,0.29,,
Chile,CHL,1993,20.41,,5.17,2.43,,3.1,77.81,71.5,7.0,1.56,,95.0
Colombia,COL,1993,26.49,,5.89,2.98,,1.3,73.67,64.82,16.7,2.0,,
Costa Rica,CRI,1993,24.27,,3.78,2.93,45.9,,78.67,73.97,8.8,2.5,,
Cuba,CUB,1993,14.13,,7.38,1.49,,6.0,76.01,71.91,6.3,0.51,,
Dominica,DMA,1993,26.15,,9.87,3.2,,2.59,73.53,67.77,10.5,0.16,,
Dominican Republic,DOM,1993,29.15,,5.75,3.23,,2.0,72.02,65.88,23.1,1.96,,
Ecuador,ECU,1993,28.71,,5.37,3.49,,1.6,73.24,66.98,20.4,2.03,,
Grenada,GRD,1993,23.4,,7.37,2.8,,8.18,74.16,68.69,9.9,0.76,,
Guatemala,GTM,1993,38.58,,8.36,5.25,,1.1,65.39,59.69,25.8,2.67,,
Guyana,GUY,1993,29.62,,8.24,3.2,,3.1,66.06,60.25,30.4,0.41,,
Honduras,HND,1993,37.66,,6.43,5.03,53.4,0.8,68.29,64.02,19.7,2.84,,
Haiti,HTI,1993,36.06,,12.8,5.1,,0.8,55.75,53.17,34.9,1.96,,
Jamaica,JAM,1993,26.21,,7.4,2.99,35.7,2.1,72.98,70.48,17.7,1.03,,
St. Kitts and Nevis,KNA,1993,20.21,,11.17,2.38,,,69.58,63.96,18.1,1.29,,
St. Lucia,LCA,1993,26.0,,5.83,3.0,,4.35,73.65,68.36,10.8,1.48,,
Mexico,MEX,1993,28.28,,5.87,3.21,,1.2,72.9,67.07,20.4,1.85,,
Nicaragua,NIC,1993,33.87,,6.82,4.1,57.1,1.8,67.22,60.89,20.8,2.2,,71.5
Panama,PAN,1993,25.5,,5.01,2.91,,2.7,75.11,68.78,14.4,2.08,,
Peru,PER,1993,28.8,,6.86,3.55,,1.3,67.83,63.75,24.5,2.02,,
Paraguay,PRY,1993,32.4,,5.99,4.28,,1.3,70.27,66.28,20.7,2.53,,
El Salvador,SLV,1993,31.34,,6.88,3.69,,1.5,69.1,59.04,20.3,1.32,,68.7
Suriname,SUR,1993,27.24,,7.86,2.94,,,65.62,59.4,19.4,0.42,,
Trinidad and Tobago,TTO,1993,18.29,,6.67,2.13,,3.24,70.29,65.37,21.1,0.69,,
Uruguay,URY,1993,17.57,,9.9,2.41,,4.5,77.25,69.25,11.4,0.53,,
St. Vincent and the Grenadines,VCT,1993,23.35,,7.1,2.74,,5.02,72.92,68.38,12.6,0.2,,
Venezuela,VEN,1993,27.07,,4.81,3.22,,2.6,74.77,68.2,14.4,2.25,,
Argentina,ARG,1994,21.41,,7.49,2.94,45.9,,75.91,69.5,14.1,1.34,,
Antigua and Barbuda,ATG,1994,18.74,,7.41,2.07,,,76.35,70.62,10.3,1.9,,
Bahamas,BHS,1994,21.71,,6.34,2.47,,,75.1,68.05,10.1,1.76,,
Belize,BLZ,1994,31.93,,5.39,3.97,60.9,,71.88,67.53,15.3,2.13,,
Bolivia,BOL,1994,33.4,,10.7,4.49,,,61.13,57.47,37.0,1.94,,52.5
Brazil,BRA,1994,22.52,,6.62,2.6,,,70.53,64.21,21.9,1.56,,
Barbados,BRB,1994,14.96,,8.82,1.73,,,76.43,70.91,9.7,0.23,,
Chile,CHL,1994,19.82,,5.17,2.38,56.4,,78.1,71.8,6.7,1.51,,
Colombia,COL,1994,25.98,,5.8,2.94,,,73.84,65.28,16.3,1.97,,
Costa Rica,CRI,1994,23.64,,3.84,2.86,46.7,1.79,78.73,73.94,8.7,2.45,,
Cuba,CUB,1994,13.66,,7.35,1.47,,,76.25,72.1,6.0,0.41,,
Dominica,DMA,1994,24.15,,9.73,2.96,,,73.69,67.93,10.6,0.06,,
Dominican Republic,DOM,1994,28.53,,5.68,3.16,,,72.37,66.13,22.9,1.92,,
Ecuador,ECU,1994,28.18,,5.16,3.42,53.3,,74.11,67.71,19.7,1.93,,74.7
Grenada,GRD,1994,22.77,,7.3,2.79,,,74.48,69.04,9.1,0.74,,
Guatemala,GTM,1994,38.25,,8.11,5.19,,,66.17,60.1,25.1,2.66,,
Guyana,GUY,1994,29.68,,8.26,3.23,,,66.09,60.21,30.1,0.38,,
Honduras,HND,1994,37.27,,6.18,4.93,55.0,,68.74,64.46,19.3,2.84,,
Haiti,HTI,1994,35.38,,12.57,4.99,,,55.96,53.46,34.0,1.93,,
Jamaica,JAM,1994,25.62,,7.35,2.93,,,72.93,70.28,17.5,1.03,,
St. Kitts and Nevis,KNA,1994,19.71,,10.86,2.31,,,69.84,64.28,17.9,1.29,,
St. Lucia,LCA,1994,26.24,,5.84,3.03,,,73.55,68.49,10.5,1.49,,
Mexico,MEX,1994,27.74,,5.79,3.13,53.4,1.2,73.15,67.49,19.7,1.81,,
Nicaragua,NIC,1994,32.88,,6.6,3.94,,,67.64,61.37,20.2,2.12,,
Panama,PAN,1994,25.18,,5.01,2.88,,,75.3,68.86,14.1,2.06,,
Peru,PER,1994,27.97,,6.5,3.43,44.0,1.36,68.4,64.77,23.2,1.98,,
Paraguay,PRY,1994,31.73,,5.87,4.2,,0.6,70.58,66.52,20.3,2.46,,
El Salvador,SLV,1994,30.96,,6.82,3.61,,,69.61,59.48,19.5,0.95,,
Suriname,SUR,1994,26.48,,7.71,2.9,,,65.81,59.52,19.0,0.72,,
Trinidad and Tobago,TTO,1994,17.61,,6.72,2.06,,,70.36,65.33,20.9,0.61,,
Uruguay,URY,1994,17.74,,9.97,2.42,,,77.34,69.2,11.0,0.52,,
St. Vincent and the Grenadines,VCT,1994,22.97,,7.16,2.68,,,72.92,68.36,12.7,0.16,,
Venezuela,VEN,1994,26.5,,4.9,3.15,,,74.64,68.11,13.7,2.19,,
Argentina,ARG,1995,20.95,,7.56,2.86,48.9,,76.17,69.52,13.5,1.31,,
Antigua and Barbuda,ATG,1995,19.62,,7.25,2.16,,,76.53,70.61,10.6,1.99,,
Bahamas,BHS,1995,21.15,,6.44,2.42,,3.6,75.15,68.0,9.4,1.66,,
Belize,BLZ,1995,31.46,,5.31,3.88,57.5,2.5,71.85,67.36,14.6,2.5,,
Bolivia,BOL,1995,32.76,,10.52,4.41,,,61.72,57.91,35.9,1.89,,
Brazil,BRA,1995,22.28,,6.54,2.57,59.5,,70.95,64.6,21.3,1.54,,
Barbados,BRB,1995,14.48,,8.89,1.7,,7.4,76.62,70.98,9.4,0.16,,
Chile,CHL,1995,19.47,,5.15,2.35,,,78.43,72.11,6.5,1.46,,
Colombia,COL,1995,25.11,,5.7,2.85,,,74.08,65.78,15.8,1.91,,85.8
Costa Rica,CRI,1995,22.98,,3.86,2.78,45.7,1.78,78.89,74.01,8.6,2.41,,
Cuba,CUB,1995,13.49,,7.37,1.48,,,76.48,72.37,5.5,0.36,,
Dominica,DMA,1995,21.94,,9.66,2.71,,3.6,73.72,68.02,10.8,-0.01,,
Dominican Republic,DOM,1995,27.88,,5.64,3.1,,,72.63,66.33,22.8,1.87,,
Ecuador,ECU,1995,27.89,,5.07,3.38,50.8,,74.72,68.06,19.0,1.9,,
Grenada,GRD,1995,22.44,,7.23,2.82,,5.5,74.79,69.38,8.6,0.71,,
Guatemala,GTM,1995,37.76,,7.77,5.11,,,66.9,60.64,24.4,2.65,,56.0
Guyana,GUY,1995,29.54,,8.45,3.24,,3.1,65.81,59.83,29.7,0.34,,
Honduras,HND,1995,36.86,,5.96,4.84,55.5,,69.11,64.87,19.1,2.83,,
Haiti,HTI,1995,34.74,,12.01,4.88,,,56.94,54.19,33.2,1.91,,69.6
Jamaica,JAM,1995,24.81,,7.33,2.85,,2.1,72.9,70.04,17.3,1.0,,
St. Kitts and Nevis,KNA,1995,19.67,,10.64,2.3,,6.4,69.97,64.59,17.6,1.31,,
St. Lucia,LCA,1995,26.19,,5.83,3.03,42.6,3.3,73.67,68.57,10.4,1.58,,
Mexico,MEX,1995,27.06,,5.7,3.04,,1.2,73.47,67.97,18.9,1.78,,86.1
Nicaragua,NIC,1995,31.93,,6.45,3.78,,,67.92,61.73,19.6,2.04,,
Panama,PAN,1995,24.9,,5.06,2.85,57.6,,75.39,68.89,13.8,2.04,,
Peru,PER,1995,27.16,,6.3,3.32,,,68.93,65.57,21.8,1.94,,
Paraguay,PRY,1995,31.03,,5.75,4.11,58.1,,70.9,66.75,19.9,2.4,,
El Salvador,SLV,1995,30.79,,6.79,3.57,49.8,,70.07,59.88,18.7,0.84,,
Suriname,SUR,1995,26.09,,7.54,2.9,,3.1,66.04,59.74,18.7,1.7,,
Trinidad and Tobago,TTO,1995,16.71,,6.7,1.97,,3.8,70.5,65.5,20.7,0.53,,
Uruguay,URY,1995,17.59,,9.8,2.4,40.9,,77.72,69.47,10.3,0.52,,
St. Vincent and the Grenadines,VCT,1995,22.4,,7.23,2.61,,,72.9,68.33,12.9,0.11,,
Venezuela,VEN,1995,25.96,,4.81,3.08,47.2,,74.93,68.66,12.8,2.13,,
Argentina,ARG,1996,20.42,,7.52,2.78,49.5,3.29,76.43,69.66,12.6,1.26,,
Antigua and Barbuda,ATG,1996,20.63,,7.04,2.27,,3.88,76.95,70.72,10.8,2.07,,
Bahamas,BHS,1996,20.44,,6.52,2.35,,3.94,75.22,68.01,8.8,1.58,,
Belize,BLZ,1996,30.66,,5.28,3.76,56.6,2.13,71.82,67.17,14.0,2.97,,
Bolivia,BOL,1996,32.27,,10.34,4.34,,1.67,62.21,58.43,34.7,1.85,,
Brazil,BRA,1996,21.87,,6.46,2.51,59.8,3.11,71.37,64.99,20.7,1.51,,88.8
Barbados,BRB,1996,13.99,,8.9,1.67,,7.56,76.8,71.16,9.2,0.09,,
Chile,CHL,1996,18.75,,5.19,2.28,54.9,2.67,78.63,72.44,6.4,1.41,,
Colombia,COL,1996,24.3,,5.59,2.77,56.8,1.46,74.46,66.19,15.4,1.82,,
Costa Rica,CRI,1996,22.19,,3.93,2.68,46.5,1.75,78.88,73.99,8.3,2.34,,
Cuba,CUB,1996,12.98,,7.33,1.46,,5.13,76.76,72.76,5.1,0.33,,
Dominica,DMA,1996,20.43,,9.58,2.55,,2.65,73.94,68.23,11.0,-0.08,,
Dominican Republic,DOM,1996,27.27,,5.6,3.04,47.4,1.5,72.87,66.5,22.8,1.82,,98.6
Ecuador,ECU,1996,27.66,,4.99,3.35,,1.55,75.12,68.57,18.2,1.88,,
Grenada,GRD,1996,22.08,,7.18,2.85,,5.27,75.08,69.67,8.1,0.69,,
Guatemala,GTM,1996,37.15,,7.36,5.01,,0.98,67.78,61.5,23.7,2.59,,
Guyana,GUY,1996,29.17,,8.44,3.23,,3.87,65.98,59.74,29.3,0.28,,
Honduras,HND,1996,36.28,,5.78,4.71,55.7,1.06,69.46,65.21,18.9,2.82,,84.2
Haiti,HTI,1996,34.15,,11.66,4.78,,0.71,57.54,54.66,32.4,1.9,,
Jamaica,JAM,1996,24.03,,7.28,2.77,40.4,2.12,72.81,69.82,17.1,0.97,,
St. Kitts and Nevis,KNA,1996,19.26,,10.42,2.26,,6.36,70.14,64.93,17.3,1.29,,
St. Lucia,LCA,1996,23.51,,5.9,2.71,,3.38,72.96,68.81,10.4,1.49,,
Mexico,MEX,1996,26.42,,5.62,2.96,52.0,1.2,73.74,68.45,18.0,1.74,,
Nicaragua,NIC,1996,31.0,,6.3,3.62,,1.48,68.23,62.11,18.9,1.86,,
Panama,PAN,1996,24.64,,5.04,2.83,,2.21,75.67,69.02,13.6,2.02,,
Peru,PER,1996,26.35,,6.13,3.2,,1.47,69.44,66.31,20.5,1.88,,70.7
Paraguay,PRY,1996,30.31,,5.64,4.01,,1.34,71.22,66.97,19.6,2.33,,88.7
El Salvador,SLV,1996,30.3,,6.71,3.48,51.0,1.65,70.57,60.5,18.0,0.75,,
Suriname,SUR,1996,25.89,,7.59,2.92,,3.74,66.34,60.05,18.3,2.12,,91.0
Trinidad and Tobago,TTO,1996,16.05,,6.75,1.89,,5.11,70.55,65.54,20.5,0.44,,
Uruguay,URY,1996,17.32,,9.64,2.36,40.8,4.39,78.05,69.76,9.6,0.53,,
St. Vincent and the Grenadines,VCT,1996,21.6,,7.36,2.53,,1.85,72.96,68.1,13.0,0.06,,
